ticket_id,cliente_id,titulo,categoria,prioridade,data_abertura,data_primeira_resposta,data_solucao,sla_resposta_alvo_hs,sla_solucao_alvo_hs,horas_consumidas,status,consultor,cumpre_sla_resposta,cumpre_sla_solucao
TCK-1377,CLI-004,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Crítica,2026-04-09 15:03:00,2026-04-09 15:17:24,2026-04-09 16:24:36,1,4,9.9,Fechado,Lucas Mendes,True,True
TCK-1378,CLI-002,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-03-02 09:54:00,2026-03-02 10:09:36,2026-03-04 15:21:36,4,24,3.0,Fechado,Beatriz Lima,True,False
TCK-1379,CLI-010,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Crítica,2026-04-10 09:23:00,2026-04-10 09:38:00,2026-04-10 12:51:48,1,4,3.6,Fechado,Rodrigo Santos,True,True
TCK-1380,CLI-007,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Baixa,2026-07-17 10:07:00,2026-07-17 15:22:36,2026-07-22 11:49:00,8,48,0.8,Fechado,Mariana Costa,True,False
TCK-1381,CLI-006,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-07-24 15:11:00,2026-07-24 16:36:12,2026-07-24 21:36:48,2,8,3.1,Fechado,Rodrigo Santos,True,True
TCK-1382,CLI-008,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-03-01 14:28:00,2026-03-01 15:29:12,2026-03-02 06:02:48,4,24,8.6,Fechado,Mariana Costa,True,True
TCK-1383,CLI-004,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-04-28 16:33:00,2026-04-28 18:48:36,2026-04-29 08:55:12,4,24,1.9,Fechado,Beatriz Lima,True,True
TCK-1384,CLI-002,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-07-07 08:00:00,2026-07-07 08:39:00,,4,24,3.5,Em Andamento,Rodrigo Santos,True,
TCK-1385,CLI-008,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-06-06 13:15:00,2026-06-06 14:19:12,2026-06-07 01:42:36,4,24,1.6,Fechado,Ana Silva,True,True
TCK-1386,CLI-003,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-05-25 17:28:00,2026-05-25 19:18:24,2026-05-26 14:41:12,4,24,9.3,Fechado,Mariana Costa,True,True
TCK-1387,CLI-007,Erro de autenticação no portal do cliente,Suporte & Erros,Baixa,2026-05-17 08:35:00,2026-05-17 14:32:36,2026-05-19 02:25:24,8,48,2.4,Fechado,Mariana Costa,True,True
TCK-1388,CLI-003,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-07-22 15:21:00,2026-07-22 15:38:24,2026-07-23 01:25:48,4,24,2.2,Fechado,Beatriz Lima,True,True
TCK-1389,CLI-007,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-07-19 13:45:00,2026-07-19 14:11:24,2026-07-19 14:26:24,4,24,1.6,Fechado,Beatriz Lima,True,True
TCK-1390,CLI-004,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Crítica,2026-05-07 09:02:00,2026-05-07 10:49:24,2026-05-07 18:29:00,1,4,4.5,Fechado,Rodrigo Santos,False,False
TCK-1391,CLI-007,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-03-21 09:59:00,2026-03-21 10:50:00,2026-03-22 20:09:48,4,24,4.0,Fechado,Carlos Oliveira,True,False
TCK-1392,CLI-007,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Crítica,2026-07-23 17:07:00,2026-07-23 17:34:36,2026-07-23 20:35:12,1,4,2.5,Fechado,Beatriz Lima,True,True
TCK-1393,CLI-008,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Média,2026-02-13 16:59:00,2026-02-13 19:08:00,2026-02-16 03:15:12,4,24,3.2,Fechado,Rodrigo Santos,True,False
TCK-1394,CLI-002,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-03-05 09:24:00,2026-03-05 10:31:48,2026-03-05 15:54:00,2,8,1.8,Fechado,Beatriz Lima,True,True
TCK-1395,CLI-007,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-05-13 13:18:00,2026-05-13 13:37:48,,2,8,1.9,Em Andamento,Lucas Mendes,True,
TCK-1396,CLI-002,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Crítica,2026-06-21 13:45:00,2026-06-21 14:17:24,2026-06-21 15:05:24,1,4,4.9,Fechado,Beatriz Lima,True,True
TCK-1397,CLI-006,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-07-17 10:32:00,2026-07-17 15:09:12,2026-07-18 20:33:12,8,48,5.4,Fechado,Beatriz Lima,True,True
TCK-1398,CLI-008,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-06-17 12:56:00,2026-06-17 15:51:48,2026-06-17 16:32:00,4,24,0.9,Fechado,Beatriz Lima,True,True
TCK-1399,CLI-008,Lentidão na geração de relatórios mensais,Suporte & Erros,Baixa,2026-03-14 12:43:00,2026-03-14 18:46:36,,8,48,2.9,Em Andamento,Lucas Mendes,True,
TCK-1400,CLI-007,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Média,2026-02-09 13:52:00,2026-02-09 16:07:36,,4,24,2.9,Em Andamento,Rodrigo Santos,True,
TCK-1401,CLI-003,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-07-16 16:24:00,2026-07-16 19:15:00,2026-07-17 00:47:24,4,24,2.5,Fechado,Beatriz Lima,True,True
TCK-1402,CLI-001,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Média,2026-07-26 13:35:00,2026-07-26 16:17:00,2026-07-27 08:44:00,4,24,3.1,Fechado,Mariana Costa,True,True
TCK-1403,CLI-004,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Alta,2026-07-16 13:48:00,2026-07-16 15:09:36,2026-07-16 19:27:00,2,8,1.1,Fechado,Beatriz Lima,True,True
TCK-1404,CLI-010,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-02-20 10:11:00,2026-02-20 10:42:12,,4,24,0.6,Em Andamento,Beatriz Lima,True,
TCK-1405,CLI-006,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Baixa,2026-03-06 10:37:00,2026-03-06 10:45:24,2026-03-08 03:08:12,8,48,2.2,Fechado,Lucas Mendes,True,True
TCK-1406,CLI-007,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-07-11 17:53:00,2026-07-11 19:42:12,2026-07-12 02:54:48,4,24,6.7,Fechado,Ana Silva,True,True
TCK-1407,CLI-007,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-03-20 16:04:00,2026-03-20 16:43:36,2026-03-21 01:17:48,4,24,4.1,Fechado,Carlos Oliveira,True,True
TCK-1408,CLI-002,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Alta,2026-05-04 12:13:00,2026-05-04 16:08:48,,2,8,2.2,Em Andamento,Lucas Mendes,False,
TCK-1409,CLI-009,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-07-22 13:28:00,2026-07-22 14:39:24,2026-07-23 01:35:12,2,8,0.6,Fechado,Ana Silva,True,False
TCK-1410,CLI-010,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-05-10 12:34:00,2026-05-10 12:45:24,2026-05-11 05:17:48,4,24,5.1,Fechado,Ana Silva,True,True
TCK-1411,CLI-009,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-02-12 12:57:00,2026-02-12 14:10:12,2026-02-12 16:18:36,4,24,3.4,Fechado,Mariana Costa,True,True
TCK-1412,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-02-17 11:42:00,2026-02-17 13:18:36,2026-02-19 00:06:00,8,48,1.1,Fechado,Beatriz Lima,True,True
TCK-1413,CLI-007,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Alta,2026-07-26 10:01:00,2026-07-26 10:40:36,2026-07-26 11:13:00,2,8,2.9,Fechado,Beatriz Lima,True,True
TCK-1414,CLI-007,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-03-31 12:26:00,2026-03-31 13:36:12,2026-03-31 13:54:12,2,8,2.5,Fechado,Rodrigo Santos,True,True
TCK-1415,CLI-006,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-07-09 09:48:00,2026-07-09 10:03:36,,4,24,3.5,Aguardando Cliente,Beatriz Lima,True,
TCK-1416,CLI-002,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-04-16 18:19:00,2026-04-16 19:24:24,2026-04-18 12:16:36,4,24,6.9,Fechado,Ana Silva,True,False
TCK-1417,CLI-003,Bug na exibição do gráfico de vendas,Suporte & Erros,Baixa,2026-06-17 11:08:00,2026-06-17 16:53:36,2026-06-20 16:00:12,8,48,2.4,Fechado,Carlos Oliveira,True,False
TCK-1418,CLI-008,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-06-22 16:09:00,2026-06-22 16:16:12,2026-06-23 03:54:00,4,24,7.7,Fechado,Ana Silva,True,True
TCK-1419,CLI-001,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Média,2026-04-30 11:26:00,2026-04-30 20:36:12,2026-04-30 23:03:12,4,24,5.7,Fechado,Beatriz Lima,False,True
TCK-1420,CLI-009,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-03-19 18:51:00,2026-03-19 19:20:24,2026-03-21 13:37:48,8,48,5.3,Fechado,Ana Silva,True,True
TCK-1421,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-07-22 09:16:00,2026-07-22 11:54:24,2026-07-22 18:19:00,4,24,0.9,Fechado,Lucas Mendes,True,True
TCK-1422,CLI-005,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Alta,2026-07-09 09:57:00,2026-07-09 10:52:48,2026-07-09 15:04:48,2,8,8.8,Fechado,Lucas Mendes,True,True
TCK-1423,CLI-003,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Baixa,2026-05-05 13:27:00,2026-05-05 15:46:12,2026-05-06 20:56:24,8,48,8.2,Fechado,Rodrigo Santos,True,True
TCK-1424,CLI-010,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Alta,2026-07-24 13:56:00,2026-07-24 14:47:36,,2,8,3.2,Em Andamento,Carlos Oliveira,True,
TCK-1425,CLI-009,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-03-17 18:38:00,2026-03-17 20:43:24,2026-03-23 00:09:48,8,48,1.1,Fechado,Ana Silva,True,False
TCK-1426,CLI-009,Erro de autenticação no portal do cliente,Suporte & Erros,Baixa,2026-06-10 18:01:00,2026-06-10 22:13:36,2026-06-11 06:40:36,8,48,0.6,Fechado,Ana Silva,True,True
TCK-1427,CLI-010,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-06-01 18:49:00,2026-06-01 20:17:12,2026-06-03 21:16:36,4,24,7.1,Fechado,Rodrigo Santos,True,False
TCK-1428,CLI-004,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-06-11 09:25:00,2026-06-11 09:33:24,2026-06-12 06:14:48,4,24,11.8,Fechado,Rodrigo Santos,True,True
TCK-1429,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Média,2026-05-26 10:11:00,2026-05-26 12:15:48,,4,24,3.6,Aguardando Cliente,Carlos Oliveira,True,
TCK-1430,CLI-010,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Alta,2026-02-11 11:48:00,2026-02-11 12:00:36,2026-02-11 12:30:00,2,8,3.7,Fechado,Lucas Mendes,True,True
TCK-1431,CLI-009,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Baixa,2026-05-28 08:02:00,2026-05-28 20:27:48,,8,48,3.0,Em Andamento,Mariana Costa,False,
TCK-1432,CLI-004,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-04-09 17:34:00,2026-04-09 18:59:12,2026-04-10 06:55:36,4,24,3.2,Fechado,Beatriz Lima,True,True
TCK-1433,CLI-002,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Crítica,2026-05-08 11:33:00,2026-05-08 12:18:00,2026-05-08 14:36:00,1,4,5.5,Fechado,Lucas Mendes,True,True
TCK-1434,CLI-001,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Crítica,2026-05-24 10:14:00,2026-05-24 10:50:36,,1,4,1.2,Em Andamento,Carlos Oliveira,True,
TCK-1435,CLI-010,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Média,2026-07-05 09:42:00,2026-07-05 12:38:24,2026-07-05 21:43:48,4,24,6.5,Fechado,Lucas Mendes,True,True
TCK-1436,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Alta,2026-07-16 14:01:00,2026-07-16 14:20:12,2026-07-16 15:26:12,2,8,6.9,Fechado,Carlos Oliveira,True,True
TCK-1437,CLI-005,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-03-15 12:59:00,2026-03-15 14:42:48,,2,8,2.6,Aguardando Cliente,Ana Silva,True,
TCK-1438,CLI-003,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Crítica,2026-07-20 12:05:00,2026-07-20 12:40:24,2026-07-20 14:13:24,1,4,2.9,Fechado,Beatriz Lima,True,True
TCK-1439,CLI-009,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-06-30 10:39:00,2026-06-30 11:40:48,2026-06-30 18:51:36,4,24,1.9,Fechado,Carlos Oliveira,True,True
TCK-1440,CLI-005,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-05-08 14:08:00,2026-05-08 14:56:36,2026-05-10 13:06:48,4,24,1.8,Fechado,Carlos Oliveira,True,False
TCK-1441,CLI-009,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Crítica,2026-03-18 15:57:00,2026-03-18 16:04:48,2026-03-18 17:55:48,1,4,2.7,Fechado,Ana Silva,True,True
TCK-1442,CLI-001,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Baixa,2026-06-19 08:57:00,2026-06-20 01:21:00,2026-06-20 12:44:24,8,48,3.1,Fechado,Rodrigo Santos,False,True
TCK-1443,CLI-010,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-06-04 14:22:00,2026-06-04 17:03:24,2026-06-05 06:17:48,4,24,0.8,Fechado,Carlos Oliveira,True,True
TCK-1444,CLI-002,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Baixa,2026-04-01 09:18:00,2026-04-01 13:15:36,2026-04-01 13:40:12,8,48,9.3,Fechado,Mariana Costa,True,True
TCK-1445,CLI-004,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Média,2026-03-03 16:00:00,2026-03-03 16:49:12,2026-03-04 01:25:48,4,24,0.8,Fechado,Rodrigo Santos,True,True
TCK-1446,CLI-002,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-04-08 16:27:00,2026-04-08 20:53:24,2026-04-12 05:40:48,8,48,1.1,Fechado,Lucas Mendes,True,False
TCK-1447,CLI-001,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-05-06 16:35:00,2026-05-06 20:08:36,2026-05-07 10:09:12,4,24,1.7,Fechado,Carlos Oliveira,True,True
TCK-1448,CLI-010,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Baixa,2026-03-31 15:50:00,2026-03-31 17:05:00,2026-04-01 10:00:12,8,48,5.1,Fechado,Beatriz Lima,True,True
TCK-1449,CLI-009,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-05-11 18:00:00,2026-05-11 20:58:48,2026-05-12 08:14:24,4,24,0.8,Fechado,Carlos Oliveira,True,True
TCK-1450,CLI-003,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-02-21 17:02:00,2026-02-21 23:44:36,2026-02-22 23:45:12,8,48,3.7,Fechado,Lucas Mendes,True,True
TCK-1451,CLI-010,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-07-14 15:28:00,2026-07-14 18:32:48,2026-07-16 15:00:24,4,24,1.1,Fechado,Carlos Oliveira,True,False
TCK-1452,CLI-002,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-03-16 18:02:00,2026-03-16 19:14:36,2026-03-17 04:00:48,2,8,1.3,Fechado,Rodrigo Santos,True,False
TCK-1453,CLI-003,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Baixa,2026-05-13 14:37:00,2026-05-13 14:49:36,2026-05-15 06:21:24,8,48,2.1,Fechado,Beatriz Lima,True,True
TCK-1454,CLI-003,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-04-12 11:38:00,2026-04-12 18:35:00,2026-04-12 18:51:12,4,24,1.0,Fechado,Lucas Mendes,False,True
TCK-1455,CLI-010,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-02-19 16:18:00,2026-02-19 16:36:00,2026-02-19 18:31:48,2,8,2.1,Fechado,Rodrigo Santos,True,True
TCK-1456,CLI-003,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-05-25 14:36:00,2026-05-25 15:33:00,2026-05-26 07:36:36,4,24,2.5,Fechado,Beatriz Lima,True,True
TCK-1457,CLI-010,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-03-02 12:04:00,2026-03-02 13:30:24,,2,8,1.3,Em Andamento,Mariana Costa,True,
TCK-1458,CLI-001,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Baixa,2026-05-02 16:34:00,2026-05-02 22:34:36,,8,48,1.4,Aguardando Cliente,Mariana Costa,True,
TCK-1459,CLI-001,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-04-29 09:35:00,2026-04-29 16:39:12,2026-04-30 05:40:24,4,24,1.3,Fechado,Beatriz Lima,False,True
TCK-1460,CLI-009,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Alta,2026-03-24 11:47:00,2026-03-24 12:20:00,2026-03-24 17:55:24,2,8,10.3,Fechado,Beatriz Lima,True,True
TCK-1461,CLI-006,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Média,2026-03-03 09:43:00,2026-03-03 16:52:36,2026-03-04 05:16:36,4,24,7.7,Fechado,Ana Silva,False,True
TCK-1462,CLI-010,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Alta,2026-04-22 15:57:00,2026-04-22 20:39:36,2026-04-23 07:25:12,2,8,3.5,Fechado,Rodrigo Santos,False,False
TCK-1463,CLI-006,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-03-29 17:08:00,2026-03-29 20:02:00,2026-03-30 06:14:00,4,24,2.0,Fechado,Mariana Costa,True,True
TCK-1464,CLI-008,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-03-03 16:29:00,2026-03-03 16:36:48,2026-03-04 00:53:00,4,24,0.8,Fechado,Mariana Costa,True,True
TCK-1465,CLI-005,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Crítica,2026-03-20 16:16:00,2026-03-20 16:44:48,2026-03-20 18:01:00,1,4,5.0,Fechado,Lucas Mendes,True,True
TCK-1466,CLI-002,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-05-07 13:54:00,2026-05-07 15:34:48,2026-05-08 11:05:24,4,24,8.7,Fechado,Beatriz Lima,True,True
TCK-1467,CLI-005,Falha na integração via API com ERP,Suporte & Erros,Alta,2026-06-23 14:54:00,2026-06-23 15:15:00,2026-06-24 01:43:48,2,8,2.9,Fechado,Carlos Oliveira,True,False
TCK-1468,CLI-004,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-03-07 18:33:00,2026-03-07 19:45:36,2026-03-08 01:01:48,4,24,10.5,Fechado,Mariana Costa,True,True
TCK-1469,CLI-008,Bug na exibição do gráfico de vendas,Suporte & Erros,Crítica,2026-07-27 10:03:00,2026-07-27 10:21:00,,1,4,3.4,Aguardando Cliente,Ana Silva,True,
TCK-1470,CLI-005,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-04-27 12:23:00,2026-04-27 13:26:00,2026-04-27 15:41:00,2,8,1.7,Fechado,Beatriz Lima,True,True
TCK-1471,CLI-006,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Baixa,2026-06-28 17:41:00,2026-06-28 19:01:24,2026-06-29 10:00:48,8,48,6.0,Fechado,Carlos Oliveira,True,True
TCK-1472,CLI-010,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Crítica,2026-05-09 17:18:00,2026-05-09 18:10:12,2026-05-10 02:03:36,1,4,5.7,Fechado,Ana Silva,True,False
TCK-1473,CLI-007,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Alta,2026-05-15 09:05:00,2026-05-15 09:34:24,2026-05-15 11:40:24,2,8,1.3,Fechado,Rodrigo Santos,True,True
TCK-1474,CLI-004,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Alta,2026-05-04 17:33:00,2026-05-04 20:54:36,2026-05-04 21:11:24,2,8,2.7,Fechado,Mariana Costa,False,True
TCK-1475,CLI-006,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Média,2026-03-15 14:06:00,2026-03-15 17:28:48,2026-03-15 18:39:00,4,24,6.6,Fechado,Carlos Oliveira,True,True
TCK-1476,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-04-09 17:09:00,2026-04-09 23:51:36,,8,48,1.9,Em Andamento,Ana Silva,True,
TCK-1477,CLI-003,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Alta,2026-04-14 15:40:00,2026-04-14 16:40:00,2026-04-14 17:04:36,2,8,5.2,Fechado,Beatriz Lima,True,True
TCK-1478,CLI-003,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-06-19 12:35:00,2026-06-19 16:04:24,2026-06-19 19:26:36,4,24,5.6,Fechado,Mariana Costa,True,True
TCK-1479,CLI-010,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-07-14 18:34:00,2026-07-14 19:15:24,2026-07-15 00:32:12,2,8,1.8,Fechado,Rodrigo Santos,True,True
TCK-1480,CLI-001,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Alta,2026-03-12 12:00:00,2026-03-12 13:29:24,2026-03-13 01:28:48,2,8,4.8,Fechado,Lucas Mendes,True,False
TCK-1481,CLI-008,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-04-18 08:49:00,2026-04-18 09:56:48,2026-04-18 10:17:48,4,24,1.6,Fechado,Mariana Costa,True,True
TCK-1482,CLI-009,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-05-13 11:10:00,2026-05-13 13:31:36,2026-05-14 22:34:00,4,24,0.7,Fechado,Mariana Costa,True,False
TCK-1483,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Crítica,2026-07-26 12:18:00,2026-07-26 12:49:48,2026-07-26 13:34:12,1,4,2.2,Fechado,Rodrigo Santos,True,True
TCK-1484,CLI-004,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Média,2026-07-14 15:39:00,2026-07-14 18:12:00,2026-07-15 00:26:24,4,24,3.1,Fechado,Ana Silva,True,True
TCK-1485,CLI-004,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-02-27 12:17:00,2026-02-27 13:08:00,2026-02-27 13:53:00,2,8,0.5,Fechado,Carlos Oliveira,True,True
TCK-1486,CLI-002,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Alta,2026-04-21 15:23:00,2026-04-21 16:50:00,2026-04-21 21:42:48,2,8,11.5,Fechado,Mariana Costa,True,True
TCK-1487,CLI-003,Falha na integração via API com ERP,Suporte & Erros,Média,2026-02-19 16:30:00,2026-02-19 19:43:48,2026-02-20 02:51:36,4,24,0.5,Fechado,Mariana Costa,True,True
TCK-1488,CLI-003,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Alta,2026-04-05 08:12:00,2026-04-05 09:36:36,2026-04-05 15:18:00,2,8,6.5,Fechado,Mariana Costa,True,True
TCK-1489,CLI-008,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Baixa,2026-07-12 08:47:00,2026-07-12 23:24:48,2026-07-13 17:43:24,8,48,3.2,Fechado,Carlos Oliveira,False,True
TCK-1490,CLI-004,Lentidão na geração de relatórios mensais,Suporte & Erros,Média,2026-04-02 18:27:00,2026-04-02 19:08:24,2026-04-02 21:49:12,4,24,2.9,Fechado,Ana Silva,True,True
TCK-1491,CLI-005,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-07-27 15:44:00,2026-07-27 17:08:00,2026-07-27 20:29:00,4,24,0.8,Fechado,Rodrigo Santos,True,True
TCK-1492,CLI-004,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Baixa,2026-02-16 08:22:00,2026-02-16 13:26:48,,8,48,3.3,Em Andamento,Beatriz Lima,True,
TCK-1493,CLI-006,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-04-23 16:50:00,2026-04-23 18:09:12,2026-04-26 01:08:36,4,24,1.7,Fechado,Carlos Oliveira,True,False
TCK-1494,CLI-001,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Baixa,2026-03-07 12:57:00,2026-03-07 18:04:12,2026-03-08 14:49:48,8,48,2.0,Fechado,Beatriz Lima,True,True
TCK-1495,CLI-005,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Baixa,2026-05-01 13:46:00,2026-05-01 20:01:36,2026-05-03 03:50:48,8,48,1.0,Fechado,Rodrigo Santos,True,True
TCK-1496,CLI-005,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-04-17 12:34:00,2026-04-17 12:40:00,2026-04-17 15:29:12,2,8,1.1,Fechado,Mariana Costa,True,True
TCK-1497,CLI-005,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Média,2026-07-09 11:20:00,2026-07-09 13:44:00,2026-07-09 21:17:36,4,24,2.1,Fechado,Lucas Mendes,True,True
TCK-1498,CLI-006,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-07-07 12:20:00,2026-07-07 14:43:24,2026-07-08 17:41:00,8,48,0.6,Fechado,Carlos Oliveira,True,True
TCK-1499,CLI-010,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Média,2026-03-24 09:31:00,2026-03-24 09:43:36,2026-03-24 18:09:24,4,24,6.6,Fechado,Ana Silva,True,True
TCK-1500,CLI-003,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-05-05 11:38:00,2026-05-05 11:47:00,2026-05-07 16:47:00,4,24,3.3,Fechado,Ana Silva,True,False
TCK-1501,CLI-007,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-02-16 13:35:00,2026-02-16 15:11:36,2026-02-17 09:11:00,2,8,0.7,Fechado,Beatriz Lima,True,False
